,Screen Name,Tweet,Date,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
142,CBSNews,"President Trump's administration has frozen $200 million earmarked for Syria recovery efforts, CBS News confirms… https://t.co/OFQw4PG2qm",Sat Mar 31 15:40:01 +0000 2018,0.0,0.0,0.0,1.0,43
143,CBSNews,"Israel will target militant groups inside Gaza if violence along the territory's border with Israel drags on, the c… https://t.co/tQ9Wxho1hj",Sat Mar 31 15:22:01 +0000 2018,-0.7003,0.0,0.244,0.756,44
144,CBSNews,"President Trump is continuing his spat with Amazon, but does the U.S. Postal Service actually lose money on the e-c… https://t.co/A4Lxwm874g",Sat Mar 31 15:00:02 +0000 2018,-0.4939,0.056,0.149,0.795,45
145,CBSNews,"Tesla says a vehicle involved in a deadly crash last week was operating on its ""Autopilot"" system… https://t.co/jDV5oosmNE",Sat Mar 31 14:40:01 +0000 2018,-0.4019,0.0,0.153,0.847,46
146,CBSNews,"President Trump, citing no evidence, claims Amazon uses Washington Post as a ""lobbyist"" https://t.co/psI4KsCeHT https://t.co/XKS8QZD5EW",Sat Mar 31 14:21:01 +0000 2018,-0.128,0.107,0.138,0.755,47
147,CBSNews,Calls for charges against two officers in the shooting of Stephon Clark are intensifying after autopsy contradicts… https://t.co/rP4HajfGn8,Sat Mar 31 14:00:48 +0000 2018,-0.2732,0.0,0.11,0.89,48
148,CBSNews,Nobel Peace Prize winner Malala Yousafzai has returned to her Pakistan home for the first time since Taliban milita… https://t.co/IYvSghsHmm,Sat Mar 31 13:40:01 +0000 2018,0.891,0.384,0.0,0.616,49
149,CBSNews,A winning ticket for a Mega Millions jackpot estimated at $521 million has been sold in New Jersey… https://t.co/7KeWR2UXfL,Sat Mar 31 13:20:01 +0000 2018,0.5267,0.175,0.0,0.825,50
150,CBSNews,Body camera videos show volunteer officer shooting at driver in South Carolina https://t.co/i7I5lUW7S4 https://t.co/7VCPhJBhA2,Sat Mar 31 13:03:03 +0000 2018,0.0,0.0,0.0,1.0,51
151,CBSNews,RT @CBSThisMorning: UPDATE: #MegaMillions says a single winning ticket was sold in New Jersey. Friday's jackpot winner will receive an esti…,Sat Mar 31 12:57:27 +0000 2018,0.802,0.286,0.0,0.714,52
152,CBSNews,"5 ways the ""Roseanne"" reboot embraces modern America https://t.co/iQ8Jmk7Yy8 https://t.co/8j9rBh1f8M",Sat Mar 31 12:48:03 +0000 2018,0.0,0.0,0.0,1.0,53
153,CBSNews,Suspect in slaying of off-duty officer in Kentucky killed by deputies after manhunt https://t.co/R15V0kEPWe https://t.co/7yKRIdVWZK,Sat Mar 31 12:33:04 +0000 2018,-0.7717,0.0,0.34,0.66,54
154,CBSNews,"Malala Yousafzai, Nobel laureate, returns to Pakistan home https://t.co/Gwt5yZ7BT6 https://t.co/8pw9wvER2M",Sat Mar 31 12:30:10 +0000 2018,0.0,0.0,0.0,1.0,55
155,CBSNews,Does the post office lose money on Amazon? https://t.co/aZuUUU3P4d https://t.co/8yIfLSilHc,Sat Mar 31 12:18:03 +0000 2018,-0.25,0.137,0.218,0.645,56
156,CBSNews,Schlitterbahn water park indictments highlight lax state rules https://t.co/UiGkqCPdLb https://t.co/Yftyqutp8i,Sat Mar 31 12:03:03 +0000 2018,0.34,0.211,0.0,0.789,57
157,CBSNews,RT @CBSThisMorning: No winners yet... check your #MegaMillions tickets!  https://t.co/CCZ28PLfOa https://t.co/9OQAKtzPdH,Sat Mar 31 11:51:28 +0000 2018,0.2942,0.232,0.151,0.617,58
158,CBSNews,San Francisco police release video of deadly barber shop shooting https://t.co/uu4LTvGoQ6 https://t.co/5EoxQokvNG,Sat Mar 31 11:48:03 +0000 2018,0.0,0.0,0.0,1.0,59
159,CBSNews,RT @CBSThisMorning: Nobel Peace Prize-winner @Malala Yousafzai is back in Pakistan for the first time in more than five years. She arrived…,Sat Mar 31 11:43:00 +0000 2018,0.5423,0.143,0.0,0.857,60
160,CBSNews,Widespread teacher absences close Kentucky schools amid anger over pension bill https://t.co/cODcEXjXZl https://t.co/1HjqG0POYQ,Sat Mar 31 11:33:05 +0000 2018,-0.5719,0.0,0.236,0.764,61
161,CBSNews,Autopsy disputing police account of Stephon Clark shooting sparks anger https://t.co/zQVyvPR5sX https://t.co/wZEXbsPu1G,Sat Mar 31 11:30:10 +0000 2018,-0.7506,0.0,0.39,0.61,62
162,CBSNews,Noor Salman verdict: Pulse nightclub gunman's widow not guilty https://t.co/NaxoS2d87Q https://t.co/FyvRp0ysnf,Sat Mar 31 11:18:04 +0000 2018,0.4464,0.304,0.0,0.696,63
163,CBSNews,"""Huge concern"" about spread of super-resistant gonorrhea https://t.co/1y7J853vfe https://t.co/2HNdL531l2",Sat Mar 31 11:03:04 +0000 2018,0.3182,0.223,0.0,0.777,64
164,CBSNews,"Fired FBI deputy Andrew McCabe raises over $200,000 to pay for legal bills https://t.co/V6vNSYbROo https://t.co/73j2bFJDgb",Sat Mar 31 10:48:03 +0000 2018,-0.5423,0.081,0.27,0.649,65
165,CBSNews,America's worst (and best) airports for flying on schedule https://t.co/k2Ap3exo52 https://t.co/suFzGFry3H,Sat Mar 31 10:33:04 +0000 2018,-0.6249,0.0,0.291,0.709,66
166,CBSNews,An accountant turned Chicago Blackhawks goalie stars in NHL debut https://t.co/anzlkam5pX https://t.co/ksC1aPs7rd,Sat Mar 31 10:18:03 +0000 2018,0.0,0.0,0.0,1.0,67
167,CBSNews,David Hogg rejects Fox News host Laura Ingraham's apology https://t.co/13S9lJ1yWq https://t.co/pQqo9ptSjC,Sat Mar 31 10:03:05 +0000 2018,-0.4588,0.09,0.239,0.672,68
168,CBSNews,EPA chief Scott Pruitt lived in DC condo connected to energy lobbyist https://t.co/8mAo5ylUVD https://t.co/Rpt0QjkRbh,Sat Mar 31 09:48:04 +0000 2018,0.2732,0.139,0.0,0.861,69
169,CBSNews,2016 Facebook memo suggests company values growth over user safety https://t.co/Len3WHiqbH https://t.co/FK2RPpq9Ap,Sat Mar 31 09:33:05 +0000 2018,0.7964,0.474,0.0,0.526,70
170,CBSNews,ICE ends automatic release of most pregnant detainees https://t.co/Pe2A0NATZp https://t.co/1EBHWnOn6b,Sat Mar 31 09:18:03 +0000 2018,0.0,0.0,0.0,1.0,71
171,CBSNews,Sacramento home for sale — to anyone who doesn't support Trump https://t.co/ThfjVsHP3I https://t.co/tCn9NR9Pas,Sat Mar 31 09:03:04 +0000 2018,-0.3089,0.0,0.17,0.83,72
172,CBSNews,"Pope Francis did not tell journalist ""there is no hell,"" Vatican says https://t.co/fmdKrVtUks https://t.co/0w9a9Ivghj",Sat Mar 31 08:48:03 +0000 2018,-0.296,0.0,0.145,0.855,73
173,CBSNews,"Stephon Clark shot multiple times in back, says expert who conducted independent autopsy https://t.co/fWKM2LcR64 https://t.co/0TDGRfIbb1",Sat Mar 31 08:33:04 +0000 2018,0.0,0.0,0.0,1.0,74
174,CBSNews,Suspected drunk driver kills 3 Las Vegas teens in fiery crash https://t.co/h2jKsBPDkY https://t.co/Pk6xKfA3wO,Sat Mar 31 08:18:03 +0000 2018,-0.8979,0.0,0.648,0.352,75
175,CBSNews,7 devotees nailed to wooden crosses on Good Friday in Philippines https://t.co/f2vqBZacNw https://t.co/dJmHp99EoE,Sat Mar 31 08:03:04 +0000 2018,0.5267,0.306,0.0,0.694,76
176,CBSNews,Everything that's going wrong for Facebook right now https://t.co/hcMlUF9aNW https://t.co/FAWDBCz38m,Sat Mar 31 07:48:03 +0000 2018,-0.4767,0.0,0.256,0.744,77
177,CBSNews,"Starbucks, others must carry cancer warning in California, judge rules https://t.co/s0MVD5l9ep https://t.co/GKtAHKzbCB",Sat Mar 31 07:33:04 +0000 2018,-0.7783,0.0,0.405,0.595,78
178,CBSNews,New revelations about alleged sex cult leader accused of branding women https://t.co/JEjl3QXAFZ https://t.co/kCNuwdI5Sc,Sat Mar 31 07:18:04 +0000 2018,-0.296,0.0,0.155,0.845,79
179,CBSNews,Walmart's appeal is gaining among Democrats https://t.co/3qFdbQETpQ https://t.co/S87arXgAbf,Sat Mar 31 07:03:03 +0000 2018,0.4215,0.286,0.0,0.714,80
180,CBSNews,"Lindsay Lohan loses ""Grand Theft Auto V"" lawsuit https://t.co/yXsbYXyjmQ https://t.co/fOXllilzQS",Sat Mar 31 06:48:03 +0000 2018,-0.0516,0.211,0.296,0.493,81
181,CBSNews,EPA poised to roll back car pollution rules https://t.co/pbe3gJpQHA https://t.co/mGbWed2luP,Sat Mar 31 06:33:04 +0000 2018,0.25,0.182,0.0,0.818,82
182,CBSNews,Body found near highway identified as missing Marine recruit https://t.co/zKy2dO892b https://t.co/xSfoTMZR5x,Sat Mar 31 06:18:04 +0000 2018,-0.296,0.0,0.18,0.82,83
183,CBSNews,"Office responsible for vetting Trump appointees plagued by personnel problems, report says https://t.co/hvlik6acz0 https://t.co/x6fKEgI5pv",Sat Mar 31 06:03:04 +0000 2018,-0.1027,0.135,0.159,0.706,84
184,CBSNews,Two ISIS fighters from cell known for beheading hostages break their silence https://t.co/Sobj55rums https://t.co/ZLEw7hiXlL,Sat Mar 31 05:48:04 +0000 2018,-0.0516,0.0,0.085,0.915,85
185,CBSNews,Delta landing gear catches fire shortly after landing in Atlanta https://t.co/3HwOuFXOt9 https://t.co/OZHLp07Csa,Sat Mar 31 05:33:04 +0000 2018,-0.34,0.0,0.179,0.821,86
186,CBSNews,"Grace VanderWaal: The 14-year-old pop star with an ""old soul"" sound https://t.co/3FWueaxVzd https://t.co/UwosfPbfb7",Sat Mar 31 05:18:04 +0000 2018,0.4215,0.189,0.0,0.811,87
187,CBSNews,Who is invited to the royal wedding? Guest list details emerge https://t.co/4MeL29617Y https://t.co/za3Blh1WPL,Sat Mar 31 05:03:04 +0000 2018,0.0,0.0,0.0,1.0,88
188,CBSNews,Concern over Russian ships lurking around vital undersea cables https://t.co/NxDA4il9l1 https://t.co/lYc8wC5dzc,Sat Mar 31 04:48:04 +0000 2018,0.1779,0.173,0.118,0.709,89
189,CBSNews,Nortre Dame defeats UConn with buzzer shot with 1 second left in OT https://t.co/l132yyFAkC https://t.co/tWd7KstzNc,Sat Mar 31 04:42:05 +0000 2018,-0.3182,0.0,0.15,0.85,90
190,CBSNews,"After bodies found in mine, man arrested in teens' deaths https://t.co/hTIMmRReII https://t.co/Fb20Bl7dP5",Sat Mar 31 04:33:05 +0000 2018,-0.4767,0.0,0.22,0.78,91
191,CBSNews,Blizzard-like conditions expected in spring storm slamming northern Plains https://t.co/2SXXcykbJv,Sat Mar 31 04:24:05 +0000 2018,0.0,0.0,0.0,1.0,92
192,CBSNews,Noor Salman verdict: Pulse nightclub gunman's widow not guilty https://t.co/BvttDeNfS6 https://t.co/b6ZUsZ3kBp,Sat Mar 31 04:18:04 +0000 2018,0.4464,0.304,0.0,0.696,93
193,CBSNews,"""Holy grail of shipwrecks"": Centuries-old sailing ship found on Florida beach https://t.co/0UFY58eisE https://t.co/JMF8x4Qacg",Sat Mar 31 04:03:04 +0000 2018,0.0,0.0,0.0,1.0,94
194,CBSNews,San Francisco police release video of deadly barber shop shooting https://t.co/G1Zyz2PJjB https://t.co/sGOnPAlM08,Sat Mar 31 03:48:04 +0000 2018,0.0,0.0,0.0,1.0,95
195,CBSNews,Youth from famed photo believed among dead as SUV flies off cliff https://t.co/fqbIMzV2zL https://t.co/7LodeTprnW,Sat Mar 31 03:33:04 +0000 2018,-0.6486,0.0,0.249,0.751,96
196,CBSNews,Widespread teacher absences close Kentucky schools amid anger over pension bill https://t.co/to12qSnaiZ https://t.co/76JKN2TwvI,Sat Mar 31 03:18:04 +0000 2018,-0.5719,0.0,0.236,0.764,97
197,CBSNews,"Mega Millions winning numbers for Friday, March 30 https://t.co/m9iokK8CFi https://t.co/hqlPPeMqDi",Sat Mar 31 03:10:05 +0000 2018,0.5267,0.274,0.0,0.726,98
198,CBSNews,"""She's a monster,"" say parents of boy allegedly molested by teacher Brittany Zamora https://t.co/OcAmEtykUB https://t.co/nGIvOG7UlU",Sat Mar 31 03:03:04 +0000 2018,-0.4404,0.0,0.182,0.818,99
199,CBSNews,Schlitterbahn water park indictments highlight lax state rules that cover amusement parks https://t.co/lVXiXfw2Lj https://t.co/8s7tZa9jGm,Sat Mar 31 02:30:01 +0000 2018,0.5994,0.29,0.0,0.71,100
200,CNN,Why the universe shouldn't exist at all https://t.co/Cenhd5zSts | via @CNNOpinion https://t.co/5c1Tcrd06x,Sat Mar 31 23:00:12 +0000 2018,0.0,0.0,0.0,1.0,1
201,CNN,Everything you need to know about SpaceX's latest launch and recovery attempt https://t.co/JmrlAmcyeT https://t.co/GWIOw6w5D0,Sat Mar 31 22:45:03 +0000 2018,0.0,0.0,0.0,1.0,2
202,CNN,The former head of the Justice Department's death penalty unit has been demoted after being accused of sexism and f… https://t.co/V60xFVK3HC,Sat Mar 31 22:30:11 +0000 2018,-0.6908,0.115,0.308,0.576,3
203,CNN,"""I've never been more angry and disgusted at this situation than I am now."" Basketball great Charles Barkley slams… https://t.co/8CWbRV85uN",Sat Mar 31 22:00:02 +0000 2018,0.5196,0.263,0.137,0.6,4
204,CNN,"In Oklahoma, educators often work about 10 years before reaching the $40,000 salary mark. Low salaries are promptin… https://t.co/blyKoWcnbg",Sat Mar 31 21:45:00 +0000 2018,-0.0772,0.086,0.1,0.813,5
205,CNN,"""I pray that he'll be a good president, and that he'll keep our country at peace, and that he'll refrain from using… https://t.co/CDnWWrcbJU",Sat Mar 31 21:34:34 +0000 2018,0.8271,0.314,0.0,0.686,6
206,CNN,"Craig Troxell is a full-time high school science teacher in Oklahoma, but he works 4 jobs to make ends meet. Troxel… https://t.co/89NUBsqcrv",Sat Mar 31 21:16:09 +0000 2018,0.0,0.0,0.0,1.0,7
207,CNN,Bill Cosby is on trial again. But a lot has changed since his mistrial last year. https://t.co/ER3eOBfG1Q https://t.co/YilFD9sx4Z,Sat Mar 31 21:00:19 +0000 2018,0.0,0.0,0.0,1.0,8
208,CNN,"Years of war have not pushed these women to leave Beirut, but their search to find real love might. Find out why on… https://t.co/NtK7VNAkHf",Sat Mar 31 20:45:19 +0000 2018,0.6428,0.191,0.117,0.692,9
209,CNN,Vermont lawmakers approve gun control measures https://t.co/H3NvRWMxAA https://t.co/eaQZKN9zrO,Sat Mar 31 20:30:06 +0000 2018,-0.34,0.0,0.255,0.745,10
210,CNN,Laura Ingraham will take week-long break from her Fox News show amid a controversy in which more than a dozen adver… https://t.co/hwAgbGqWiJ,Sat Mar 31 20:15:08 +0000 2018,0.0,0.0,0.0,1.0,11
211,CNN,"Craig Troxell is a full-time high school science teacher in Oklahoma, but he works 4 jobs to make ends meet. Troxel… https://t.co/NMeGTznod9",Sat Mar 31 20:00:01 +0000 2018,0.0,0.0,0.0,1.0,12
212,CNN,Here's what you missed during a busy news week https://t.co/Sc3ccD8ONO https://t.co/bQUT7p1HzF,Sat Mar 31 19:45:06 +0000 2018,-0.296,0.0,0.196,0.804,13
213,CNN,"Roseanne tweets support of Trump conspiracy theory, confuses Twitter https://t.co/v5ivDTDHMJ https://t.co/bLWTCrTxcQ",Sat Mar 31 19:30:14 +0000 2018,-0.4588,0.165,0.348,0.488,14
214,CNN,"In Oklahoma, educators often work about 10 years before reaching the $40,000 salary mark. Low salaries are promptin… https://t.co/CKbep2DfJO",Sat Mar 31 19:15:00 +0000 2018,-0.0772,0.086,0.1,0.813,15
215,CNN,"US, UK soldiers killed in Syria blast identified https://t.co/Fi67dSu2F3 https://t.co/y9W0vis5Ti",Sat Mar 31 19:00:07 +0000 2018,-0.6705,0.0,0.333,0.667,16
216,CNN,"""I've never been more angry and disgusted at this situation than I am now."" Basketball great Charles Barkley slams… https://t.co/IaeKAJvCP5",Sat Mar 31 18:45:00 +0000 2018,0.5196,0.263,0.137,0.6,17
217,CNN,Former President Jimmy Carter dings Trump and says he prays for him https://t.co/0fq7bdEulf https://t.co/LPEIh1rhsc,Sat Mar 31 18:30:11 +0000 2018,0.34,0.156,0.0,0.844,18
218,CNN,Tesla Model X was in autopilot before fatal crash https://t.co/sZwvEoTSuk https://t.co/2wxwSYZgWA,Sat Mar 31 18:15:07 +0000 2018,-0.7351,0.0,0.437,0.563,19
219,CNN,President Trump puts hold on more than $200 million in Syria recovery funds https://t.co/2TOkMbom7w https://t.co/DTjSSz8WpL,Sat Mar 31 18:00:14 +0000 2018,0.0,0.0,0.0,1.0,20
220,CNN,Why the universe shouldn't exist at all https://t.co/Cenhd5zSts | via @CNNOpinion https://t.co/5c1Tcrd06x,Sat Mar 31 23:00:12 +0000 2018,0.0,0.0,0.0,1.0,21
221,CNN,Everything you need to know about SpaceX's latest launch and recovery attempt https://t.co/JmrlAmcyeT https://t.co/GWIOw6w5D0,Sat Mar 31 22:45:03 +0000 2018,0.0,0.0,0.0,1.0,22
222,CNN,The former head of the Justice Department's death penalty unit has been demoted after being accused of sexism and f… https://t.co/V60xFVK3HC,Sat Mar 31 22:30:11 +0000 2018,-0.6908,0.115,0.308,0.576,23
223,CNN,"""I've never been more angry and disgusted at this situation than I am now."" Basketball great Charles Barkley slams… https://t.co/8CWbRV85uN",Sat Mar 31 22:00:02 +0000 2018,0.5196,0.263,0.137,0.6,24
224,CNN,"In Oklahoma, educators often work about 10 years before reaching the $40,000 salary mark. Low salaries are promptin… https://t.co/blyKoWcnbg",Sat Mar 31 21:45:00 +0000 2018,-0.0772,0.086,0.1,0.813,25
225,CNN,"""I pray that he'll be a good president, and that he'll keep our country at peace, and that he'll refrain from using… https://t.co/CDnWWrcbJU",Sat Mar 31 21:34:34 +0000 2018,0.8271,0.314,0.0,0.686,26
226,CNN,"Craig Troxell is a full-time high school science teacher in Oklahoma, but he works 4 jobs to make ends meet. Troxel… https://t.co/89NUBsqcrv",Sat Mar 31 21:16:09 +0000 2018,0.0,0.0,0.0,1.0,27
227,CNN,Bill Cosby is on trial again. But a lot has changed since his mistrial last year. https://t.co/ER3eOBfG1Q https://t.co/YilFD9sx4Z,Sat Mar 31 21:00:19 +0000 2018,0.0,0.0,0.0,1.0,28
228,CNN,"Years of war have not pushed these women to leave Beirut, but their search to find real love might. Find out why on… https://t.co/NtK7VNAkHf",Sat Mar 31 20:45:19 +0000 2018,0.6428,0.191,0.117,0.692,29
229,CNN,Vermont lawmakers approve gun control measures https://t.co/H3NvRWMxAA https://t.co/eaQZKN9zrO,Sat Mar 31 20:30:06 +0000 2018,-0.34,0.0,0.255,0.745,30
230,CNN,Laura Ingraham will take week-long break from her Fox News show amid a controversy in which more than a dozen adver… https://t.co/hwAgbGqWiJ,Sat Mar 31 20:15:08 +0000 2018,0.0,0.0,0.0,1.0,31
231,CNN,"Craig Troxell is a full-time high school science teacher in Oklahoma, but he works 4 jobs to make ends meet. Troxel… https://t.co/NMeGTznod9",Sat Mar 31 20:00:01 +0000 2018,0.0,0.0,0.0,1.0,32
232,CNN,Here's what you missed during a busy news week https://t.co/Sc3ccD8ONO https://t.co/bQUT7p1HzF,Sat Mar 31 19:45:06 +0000 2018,-0.296,0.0,0.196,0.804,33
233,CNN,"Roseanne tweets support of Trump conspiracy theory, confuses Twitter https://t.co/v5ivDTDHMJ https://t.co/bLWTCrTxcQ",Sat Mar 31 19:30:14 +0000 2018,-0.4588,0.165,0.348,0.488,34
234,CNN,"In Oklahoma, educators often work about 10 years before reaching the $40,000 salary mark. Low salaries are promptin… https://t.co/CKbep2DfJO",Sat Mar 31 19:15:00 +0000 2018,-0.0772,0.086,0.1,0.813,35
235,CNN,"US, UK soldiers killed in Syria blast identified https://t.co/Fi67dSu2F3 https://t.co/y9W0vis5Ti",Sat Mar 31 19:00:07 +0000 2018,-0.6705,0.0,0.333,0.667,36
236,CNN,"""I've never been more angry and disgusted at this situation than I am now."" Basketball great Charles Barkley slams… https://t.co/IaeKAJvCP5",Sat Mar 31 18:45:00 +0000 2018,0.5196,0.263,0.137,0.6,37
237,CNN,Former President Jimmy Carter dings Trump and says he prays for him https://t.co/0fq7bdEulf https://t.co/LPEIh1rhsc,Sat Mar 31 18:30:11 +0000 2018,0.34,0.156,0.0,0.844,38
238,CNN,Tesla Model X was in autopilot before fatal crash https://t.co/sZwvEoTSuk https://t.co/2wxwSYZgWA,Sat Mar 31 18:15:07 +0000 2018,-0.7351,0.0,0.437,0.563,39
239,CNN,President Trump puts hold on more than $200 million in Syria recovery funds https://t.co/2TOkMbom7w https://t.co/DTjSSz8WpL,Sat Mar 31 18:00:14 +0000 2018,0.0,0.0,0.0,1.0,40
240,CNN,"President Trump continues attacks on Amazon, Washington Post https://t.co/LH7B7pZ70V https://t.co/R6RDyFiGtc",Sat Mar 31 17:30:11 +0000 2018,-0.296,0.135,0.23,0.635,41
241,CNN,FBI Deputy Director Andrew McCabe's legal defense fund exceeds fundraising goal in about a day… https://t.co/TQmAi4HdbD,Sat Mar 31 17:15:08 +0000 2018,0.25,0.188,0.0,0.812,42
242,CNN,President Trump lashes out after California Gov. Jerry Brown pardons 5 immigrants under threat of deportation… https://t.co/6z8bIKTfZo,Sat Mar 31 17:00:16 +0000 2018,-0.296,0.112,0.173,0.714,43
243,CNN,Who stands to gain if President Trump pulls the US out of Syria? https://t.co/mXWk3v4NnI https://t.co/OFZaPewNXz,Sat Mar 31 16:45:08 +0000 2018,0.5267,0.195,0.0,0.805,44
244,CNN,"While Larry Nassar was sexually abusing gymnasts at Twistars Gymnastics in Michigan, famed Olympic coach John Gedde… https://t.co/9CgYOgma26",Sat Mar 31 16:31:49 +0000 2018,-0.4588,0.0,0.15,0.85,45
245,CNN,The now former United Nations undersecretary-general for political affairs warns that many of the leaders of UN mem… https://t.co/91ZJtxfsmh,Sat Mar 31 16:15:04 +0000 2018,0.34,0.132,0.066,0.802,46
246,CNN,How five videos captured the fatal shooting of Alton Sterling https://t.co/7cgTivOcC2 https://t.co/1L7beRBree,Sat Mar 31 16:00:19 +0000 2018,-0.5423,0.0,0.241,0.759,47
247,CNN,"""Clueless"" star and former Fox News commentator Stacey Dash is withdrawing her congressional bid. The actress and o… https://t.co/UOyZa2qvtf",Sat Mar 31 15:46:54 +0000 2018,0.0,0.0,0.0,1.0,48
248,CNN,Body camera shows officer threatened to shoot Alton Sterling within seconds https://t.co/g0tu4eBFor https://t.co/5hdQQ0rvOX,Sat Mar 31 15:30:15 +0000 2018,-0.6597,0.0,0.329,0.671,49
249,CNN,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/O4m1DNVgLC",Sat Mar 31 15:14:07 +0000 2018,-0.1779,0.0,0.078,0.922,50
250,CNN,UK told to pull more diplomatic staff from Russia https://t.co/MEmRVCZlnD https://t.co/pChK7Vt4td,Sat Mar 31 15:00:07 +0000 2018,0.0,0.0,0.0,1.0,51
251,CNN,Malala Yousafzai returns to hometown in Pakistan https://t.co/HNwLQvhO8Q https://t.co/5LxTbSobJh,Sat Mar 31 14:45:09 +0000 2018,0.0,0.0,0.0,1.0,52
252,CNN,The UN calls for an inquiry after Gaza's most violent day in 4 years https://t.co/tp4asuFMrj https://t.co/90uWE3qBUv,Sat Mar 31 14:30:13 +0000 2018,-0.6361,0.0,0.23,0.77,53
253,CNN,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MIqPiRqDbM",Sat Mar 31 14:01:06 +0000 2018,0.3612,0.128,0.0,0.872,54
254,CNN,Do you dream of escaping to the country and running your own bookstore? There's an Airbnb for that… https://t.co/zZBoaLyoHr,Sat Mar 31 13:31:03 +0000 2018,0.296,0.158,0.0,0.842,55
255,CNN,"About 2.5% of people who went to the doctor in the week ending March 24 had flu-like symptoms, the CDC says https://t.co/0QDB4nkM4I",Sat Mar 31 13:01:05 +0000 2018,0.0,0.0,0.0,1.0,56
256,CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/NKqMu29Feb",Sat Mar 31 12:31:03 +0000 2018,0.3818,0.217,0.114,0.669,57
257,CNN,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/650JWWGetD https://t.co/aaBGheaDrO,Sat Mar 31 12:01:02 +0000 2018,0.0,0.0,0.0,1.0,58
258,CNN,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/3cDsmQDGkc",Sat Mar 31 11:31:00 +0000 2018,0.7717,0.295,0.0,0.705,59
259,CNN,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/75nNGt4jZl,Sat Mar 31 11:01:03 +0000 2018,-0.4019,0.0,0.137,0.863,60
260,CNN,"President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/G3fkyyrVkq https://t.co/oU4lP9Wbfc",Sat Mar 31 10:31:03 +0000 2018,-0.34,0.109,0.185,0.707,61
261,CNN,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/P1qioImBTL",Sat Mar 31 10:01:04 +0000 2018,-0.2023,0.0,0.087,0.913,62
262,CNN,The simple act of getting a haircut can end up being an assault on the senses for some. This barber soothed a child… https://t.co/2S6n5I0J1R,Sat Mar 31 09:31:03 +0000 2018,-0.5106,0.059,0.15,0.791,63
263,CNN,Will the spate of lawsuits against fringe media stop the flow of conspiracy theories? https://t.co/YXJPGIHq1O https://t.co/a8mp6v54ER,Sat Mar 31 09:01:07 +0000 2018,-0.7351,0.0,0.356,0.644,64
264,CNN,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/oqAZCMfRq7 https://t.co/PRdrQwQXeL,Sat Mar 31 08:31:04 +0000 2018,0.2023,0.096,0.0,0.904,65
265,CNN,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/dV0cPv6Ego,Sat Mar 31 08:01:02 +0000 2018,0.0,0.0,0.0,1.0,66
266,CNN,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/PiJbQyct7Z,Sat Mar 31 07:31:04 +0000 2018,-0.5859,0.0,0.213,0.787,67
267,CNN,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/Kk3gi0xins",Sat Mar 31 07:01:02 +0000 2018,-0.4019,0.0,0.114,0.886,68
268,CNN,JFK had a legendary love life. Did one of his affairs connect him with the mob? #TheKennedys Sunday at 9p on CNN. https://t.co/qoGELhh4m1,Sat Mar 31 06:45:18 +0000 2018,0.6369,0.167,0.0,0.833,69
269,CNN,Exclusive: On board the 'Doomsday' plane that can wage nuclear war https://t.co/fmev2gMTFU https://t.co/1krpyJOuSU,Sat Mar 31 06:31:05 +0000 2018,-0.5267,0.091,0.238,0.671,70
270,CNN,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/3jJ0Z6Em3X https://t.co/hzfxZShM9N,Sat Mar 31 06:01:37 +0000 2018,0.0,0.0,0.0,1.0,71
271,CNN,The best travel photos of 2018 (so far) https://t.co/f7oG0f6gNu https://t.co/NwnB53lDWW,Sat Mar 31 05:46:07 +0000 2018,0.6369,0.318,0.0,0.682,72
272,CNN,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/8n7sRF58Qc,Sat Mar 31 05:31:04 +0000 2018,0.6808,0.219,0.0,0.781,73
273,CNN,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/skk1lgAN0W,Sat Mar 31 05:16:00 +0000 2018,0.0,0.0,0.0,1.0,74
274,CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/kHUdQ6ZEhr",Sat Mar 31 05:01:04 +0000 2018,0.3818,0.217,0.114,0.669,75
